代码,名称,现价,流通市值(亿),分类,蓄势相似度,拉升相似度,蓄势段涨幅,拉升段涨幅,匹配段DTW,匹配段相关,量能形态
000701,厦门信达,5.000,33.4,刚启动(拉升初期),8.08,60.99,-0.1259,0.0593,1.7564,0.8264,0.4
688075,安旭生物,29.190,37.1,刚启动(拉升初期),12.01,60.98,-0.1408,0.0611,1.7493,0.8235,0.4
301010,晶雪节能,17.580,19.0,刚启动(拉升初期),7.96,60.98,-0.1521,0.1746,1.5865,0.8591,0.0
002133,广宇集团,2.690,20.7,刚启动(拉升初期),8.17,60.97,-0.1067,0.0939,1.7722,0.8279,0.4
603102,百合股份,37.920,24.3,形态接近(观察),18.35,60.96,0.0168,0.193,2.1297,0.7882,1.0
300863,卡倍亿,41.500,104.2,刚启动(拉升初期),6.91,60.96,-0.3485,0.2012,1.5845,0.8558,0.0
301179,泽宇智能,22.020,52.3,刚启动(拉升初期),8.39,60.94,-0.0564,0.2196,2.0902,0.8472,0.7
300150,世纪瑞尔,4.210,19.5,刚启动(拉升初期),8.39,60.93,-0.0561,0.0964,1.5852,0.8645,0.0
002726,ST龙大,2.690,36.6,刚启动(拉升初期),35.86,60.9,0.5341,0.4286,1.7193,0.7068,0.7
002524,光正眼科,3.920,20.0,刚启动(拉升初期),15.59,60.89,-0.0175,0.095,1.7613,0.8222,0.4
301021,英诺激光,76.270,116.5,刚启动(拉升初期),11.7,60.85,-0.2045,0.2406,1.8167,0.8272,0.4
603012,创力集团,8.580,55.5,刚启动(拉升初期),27.37,60.84,-0.0764,0.0861,2.047,0.842,0.7
600506,统一股份,15.470,38.6,刚启动(拉升初期),7.73,60.83,-0.1989,0.0873,1.5582,0.8538,0.0
301272,英华特,34.070,12.6,刚启动(拉升初期),7.94,60.82,-0.1559,0.1298,1.5866,0.859,0.0
300151,昌红科技,16.410,60.5,刚启动(拉升初期),7.25,60.8,-0.2899,0.1841,1.7668,0.8139,0.4
301167,建研设计,14.300,15.1,刚启动(拉升初期),8.29,60.78,-0.0784,0.194,1.6101,0.8603,0.0
688719,爱科赛博,48.970,43.9,刚启动(拉升初期),7.14,60.78,-0.3097,0.0952,2.0394,0.8371,0.7
600792,云煤能源,3.690,41.0,刚启动(拉升初期),8.2,60.78,-0.0985,0.0733,1.966,0.7398,1.0
000532,华金资本,11.090,38.1,刚启动(拉升初期),8.28,60.78,-0.0812,0.082,2.1225,0.866,0.7
001300,三柏硕,11.570,28.2,刚启动(拉升初期),11.35,60.76,-0.2718,0.1623,1.5554,0.8443,0.0
600812,华北制药,4.570,78.4,刚启动(拉升初期),41.38,60.75,0.0815,0.0294,2.1771,0.8134,1.0
002872,ST天圣,5.270,11.3,刚启动(拉升初期),8.45,60.75,-0.0418,0.0755,1.7422,0.8142,0.4
688123,聚辰股份,135.780,215.8,刚启动(拉升初期),20.39,60.75,0.0638,0.1644,1.8405,0.8388,0.4
605567,春雪食品,9.010,18.0,刚启动(拉升初期),8.24,60.74,-0.0907,0.1247,1.5744,0.8535,0.0
002631,德尔未来,8.650,68.6,刚启动(拉升初期),17.31,60.73,0.2325,0.3671,1.8128,0.8132,0.4
605588,冠石科技,47.050,34.4,刚启动(拉升初期),7.91,60.68,-0.1618,0.1602,1.593,0.8551,0.0
002910,庄园牧场,9.450,16.2,刚启动(拉升初期),8.28,60.67,-0.0816,0.1607,1.6024,0.8579,0.0
300176,鸿特科技,4.570,24.3,刚启动(拉升初期),11.83,60.67,-0.1788,0.024,2.0803,0.7798,1.0
688597,煜邦电力,6.660,22.4,刚启动(拉升初期),7.9,60.66,-0.1635,0.1407,2.1785,0.8013,1.0
300587,天铁科技,5.140,54.1,刚启动(拉升初期),15.7,60.66,0.0217,0.375,1.5925,0.8374,0.0
600817,宇通重工,9.510,50.4,刚启动(拉升初期),12.4,60.57,-0.0536,0.0612,1.9083,0.7914,0.7
000070,特发信息,14.620,125.3,刚启动(拉升初期),8.02,60.56,-0.1393,0.1236,1.878,0.8503,0.4
688003,天准科技,83.140,161.9,刚启动(拉升初期),8.12,60.54,-0.1183,0.1682,2.0794,0.838,0.7
000972,中基健康,3.590,27.7,刚启动(拉升初期),20.46,60.53,0.0056,0.0751,2.2393,0.8245,1.0
300097,智云股份,9.140,24.1,形态接近(观察),18.65,60.53,0.0076,0.1969,2.1502,0.784,1.0
301631,壹连科技,61.240,26.7,形态接近(观察),14.39,60.52,-0.2645,0.0639,2.3087,0.8484,1.0
300538,同益股份,15.140,18.5,刚启动(拉升初期),8.21,60.52,-0.0961,0.1358,1.6102,0.859,0.0
688420,美腾科技,22.000,19.5,刚启动(拉升初期),8.01,60.5,-0.1411,0.1353,1.8168,0.8273,0.4
301285,鸿日达,87.300,114.6,刚启动(拉升初期),7.65,60.49,-0.2142,0.2556,1.6531,0.8625,0.0
001319,铭科精技,19.380,12.3,刚启动(拉升初期),7.95,60.48,-0.1532,0.0967,2.0452,0.8314,0.7
002927,泰永长征,15.550,34.3,刚启动(拉升初期),7.0,60.46,-0.3336,0.0923,1.9309,0.8681,0.4
002360,ST同德,5.820,18.9,刚启动(拉升初期),8.43,60.44,-0.046,0.1955,1.6692,0.8713,0.0
300110,华仁药业,2.770,32.7,刚启动(拉升初期),25.2,60.44,-0.0279,0.0489,2.0167,0.7503,1.0
300320,海达股份,8.410,40.9,刚启动(拉升初期),8.39,60.44,-0.055,0.0618,2.2396,0.8235,1.0
301230,泓博医药,34.090,55.5,刚启动(拉升初期),40.01,60.43,0.2482,0.3896,1.9549,0.7763,0.7
002723,小崧股份,7.300,23.1,刚启动(拉升初期),7.82,60.4,-0.1816,0.1011,1.7107,0.8927,0.0
000608,阳光股份,7.470,55.7,刚启动(拉升初期),21.54,60.4,0.5152,0.2029,1.7713,0.8038,0.4
002949,华阳国际,11.580,17.6,刚启动(拉升初期),12.19,60.4,-0.1011,0.2092,2.0481,0.8205,0.7
603970,中农立华,10.570,28.4,刚启动(拉升初期),18.28,60.39,-0.0818,0.0657,1.7955,0.7489,0.7
603456,九洲药业,15.900,140.2,刚启动(拉升初期),59.5,60.38,0.2537,0.1157,2.0001,0.7372,1.0
605055,迎丰股份,9.690,42.6,刚启动(拉升初期),7.47,60.37,-0.2488,0.1619,1.5704,0.8397,0.0
301088,戎美股份,12.510,23.5,刚启动(拉升初期),11.91,60.37,-0.1624,0.1173,1.5596,0.84,0.0
301389,隆扬电子,51.750,146.7,形态接近(观察),6.88,60.36,-0.3526,0.1136,2.2013,0.804,1.0
688646,逸飞激光,70.530,42.8,刚启动(拉升初期),24.66,60.35,0.112,0.1786,2.1211,0.7711,1.0
002652,扬子新材,3.940,20.2,刚启动(拉升初期),7.27,60.35,-0.2855,0.107,1.6398,0.867,0.0
601666,平煤股份,9.620,237.6,刚启动(拉升初期),9.42,60.32,0.2226,0.2336,1.8242,0.8169,0.4
688662,富信科技,89.480,102.6,形态接近(观察),16.77,60.32,0.3331,0.2622,1.9175,0.8457,0.4
603277,银都股份,12.290,74.9,刚启动(拉升初期),18.82,60.31,0.0504,0.1897,1.9223,0.8031,0.6
002629,仁智股份,4.680,17.0,刚启动(拉升初期),7.81,60.27,-0.1832,0.1169,1.6496,0.8675,0.0
000042,中洲控股,8.570,56.9,刚启动(拉升初期),8.02,60.25,-0.1388,0.0877,1.9551,0.7966,0.7
600833,第一医药,10.400,23.2,刚启动(拉升初期),22.64,60.24,0.0009,0.1243,2.1301,0.7763,1.0
600463,空港股份,8.120,24.4,刚启动(拉升初期),8.01,60.24,-0.1416,0.1123,1.6073,0.853,0.0
600381,*ST春天,4.890,28.7,刚启动(拉升初期),15.05,60.23,-0.1333,0.3351,1.6844,0.8604,0.0
600800,渤海化学,3.290,36.5,刚启动(拉升初期),15.03,60.22,-0.1359,0.1581,2.2414,0.8098,1.0
688320,禾川科技,32.900,49.7,刚启动(拉升初期),8.18,60.19,-0.1037,0.2026,1.6572,0.8606,0.0
000880,潍柴重机,23.170,52.6,刚启动(拉升初期),7.69,60.18,-0.2079,0.1041,2.0961,0.8401,0.7
688478,晶升股份,48.320,66.9,形态接近(观察),7.6,60.17,-0.2255,0.158,2.0112,0.8069,0.7
600128,苏豪弘业,8.220,20.3,刚启动(拉升初期),8.3,60.17,-0.0768,0.1173,1.6195,0.8549,0.0
300607,拓斯达,33.650,116.2,刚启动(拉升初期),12.06,60.16,0.0941,0.1473,2.1869,0.8661,0.7
688466,金科环境,13.830,16.9,刚启动(拉升初期),7.92,60.15,-0.1611,0.1526,1.5811,0.8384,0.0
603023,威帝股份,4.030,22.5,刚启动(拉升初期),12.1,60.12,-0.122,0.1041,1.5932,0.8461,0.0
002997,瑞鹄模具,28.170,59.0,刚启动(拉升初期),8.27,60.11,-0.0839,0.0944,2.1863,0.7943,1.0
600838,上海九百,7.320,29.3,刚启动(拉升初期),8.08,60.1,-0.1271,0.0944,1.9986,0.8066,0.7
002742,冀衡医药,4.030,21.1,刚启动(拉升初期),18.35,60.08,-0.0651,0.1893,2.1703,0.78,1.0
301281,科源制药,44.170,31.3,刚启动(拉升初期),9.03,60.07,0.108,0.2522,1.5829,0.8289,0.0
001280,中国铀业,71.280,123.8,刚启动(拉升初期),12.66,60.07,0.0093,0.1906,1.8712,0.83,0.4
600232,金鹰股份,6.400,23.3,刚启动(拉升初期),7.88,60.05,-0.1686,0.1228,1.5921,0.8423,0.0
600265,*ST景谷,22.870,29.7,刚启动(拉升初期),8.36,60.03,-0.0634,0.1004,2.0819,0.757,1.0
301157,华塑科技,61.180,12.6,刚启动(拉升初期),8.16,60.02,-0.1077,0.2626,1.6698,0.8557,0.0
301189,奥尼电子,50.300,79.4,刚启动(拉升初期),6.87,59.98,-0.3536,0.1175,1.9173,0.8494,0.4
301373,凌玮科技,94.080,65.5,形态接近(观察),7.01,59.97,-0.3316,0.1493,2.0557,0.8174,0.7
000593,德龙汇能,22.770,81.6,形态接近(观察),18.11,59.95,0.0734,0.3285,2.0917,0.8145,0.7
688681,科汇股份,16.820,17.6,刚启动(拉升初期),8.5,59.93,-0.0304,0.1718,1.633,0.8487,0.0
300625,三雄极光,9.570,15.5,刚启动(拉升初期),7.99,59.92,-0.1464,0.1014,1.6399,0.857,0.0
603011,合锻智能,23.190,114.7,刚启动(拉升初期),11.95,59.89,-0.154,0.2862,1.5994,0.8271,0.0
000407,胜利股份,4.050,35.5,刚启动(拉升初期),15.42,59.89,-0.0482,0.0465,2.1303,0.7748,1.0
002495,佳隆股份,2.350,16.3,刚启动(拉升初期),8.34,59.87,-0.0677,0.0986,1.6378,0.8551,0.0
300238,冠昊生物,11.460,30.4,刚启动(拉升初期),24.48,59.84,-0.0425,0.0532,2.119,0.7691,1.0
002290,禾盛新材,62.630,154.9,刚启动(拉升初期),7.29,59.83,-0.2821,0.1773,1.677,0.8604,0.0
002548,金新农,3.990,32.1,刚启动(拉升初期),19.23,59.82,-0.0478,0.0501,2.1876,0.7917,1.0
002445,中南文化,3.370,79.7,刚启动(拉升初期),8.35,59.81,-0.0639,0.2481,2.0224,0.7941,0.7
601368,绿城水务,4.570,40.4,刚启动(拉升初期),8.59,59.8,-0.0065,0.0624,1.5739,0.8354,0.0
600356,恒丰纸业,8.790,26.3,刚启动(拉升初期),18.59,59.77,-0.0067,0.1782,1.7063,0.8685,0.0
603137,恒尚节能,21.520,39.4,启动前(蓄势中),59.77,6.44,0.5523,-0.1565,2.4332,0.8147,1.0
002907,华森制药,14.140,47.9,形态接近(观察),41.65,59.75,0.1386,0.1368,2.1096,0.8559,0.6
300911,亿田智能,22.260,38.1,形态接近(观察),18.08,59.74,-0.1261,0.2208,2.1534,0.7633,1.0
600256,广汇能源,6.090,389.3,刚启动(拉升初期),8.57,59.73,-0.0127,0.1494,1.8429,0.8155,0.4
600123,兰花科创,7.280,107.3,刚启动(拉升初期),8.84,59.72,0.0569,0.097,1.6536,0.8569,0.0
002695,煌上煌,11.160,57.1,刚启动(拉升初期),18.52,59.71,-0.0244,0.2381,1.6051,0.8282,0.0
603022,新通联,8.700,17.4,刚启动(拉升初期),7.95,59.71,-0.1544,0.1415,1.6545,0.8528,0.0
002107,沃华医药,6.100,34.9,刚启动(拉升初期),23.76,59.7,-0.0532,0.0457,2.0406,0.8152,0.7
603618,杭电股份,27.760,191.9,刚启动(拉升初期),14.32,59.7,-0.2765,0.1626,1.911,0.8363,0.4
688558,国盛智科,31.660,41.8,刚启动(拉升初期),8.38,59.7,-0.0579,0.2163,1.6798,0.8548,0.0
001239,永达股份,11.870,13.5,刚启动(拉升初期),8.05,59.69,-0.1321,0.0789,1.6406,0.8535,0.0
002132,恒星科技,5.200,72.8,刚启动(拉升初期),8.94,59.65,0.0831,0.2847,2.163,0.8341,0.7
603283,赛腾股份,46.080,162.4,刚启动(拉升初期),8.44,59.63,-0.044,0.1005,2.0795,0.8212,0.7
603062,麦加芯彩,38.800,14.4,刚启动(拉升初期),8.07,59.63,-0.129,0.1041,1.6855,0.8645,0.0
301280,珠城科技,42.030,41.8,刚启动(拉升初期),8.91,59.62,0.0755,0.1429,1.6696,0.8557,0.0
300759,康龙化成,45.980,652.9,刚启动(拉升初期),45.76,59.61,0.8965,0.2238,1.8823,0.8194,0.4
002377,国创高新,2.670,23.3,刚启动(拉升初期),8.18,59.61,-0.104,0.068,1.6708,0.8626,0.0
603839,安正时尚,7.010,27.1,刚启动(拉升初期),8.5,59.59,-0.0291,0.1146,1.6096,0.8374,0.0
300509,新美星,8.660,21.4,刚启动(拉升初期),12.1,59.59,-0.1217,0.1276,1.6501,0.8496,0.0
688067,爱威科技,22.440,15.3,刚启动(拉升初期),8.27,59.53,-0.0835,0.1969,1.6714,0.8493,0.0
300774,倍杰特,10.970,22.4,刚启动(拉升初期),7.61,59.5,-0.2237,0.1736,1.6225,0.8343,0.0
300713,英可瑞,13.070,11.7,刚启动(拉升初期),7.81,59.49,-0.1828,0.0884,1.6429,0.8482,0.0
688215,瑞晟智能,44.460,40.2,刚启动(拉升初期),18.37,59.49,-0.0604,0.4412,1.6449,0.8209,0.0
688222,成都先导,35.490,142.2,刚启动(拉升初期),40.87,59.48,0.3028,0.2576,1.7831,0.7805,0.4
301072,中捷精工,42.520,28.9,刚启动(拉升初期),28.88,59.47,0.8497,0.2616,1.7533,0.8698,0.0
300218,安利股份,12.560,27.2,刚启动(拉升初期),8.35,59.46,-0.0645,0.0876,1.6527,0.8509,0.0
603048,浙江黎明,21.370,31.4,刚启动(拉升初期),12.86,59.45,0.062,0.1709,1.7033,0.8601,0.0
603629,利通电子,122.330,441.3,刚启动(拉升初期),17.68,59.42,-0.2083,0.1829,2.098,0.815,0.7
000619,海螺新材,4.810,17.3,刚启动(拉升初期),7.89,59.41,-0.1664,0.1186,1.6419,0.8432,0.0
002005,德豪润达,2.380,41.7,刚启动(拉升初期),14.79,59.35,-0.1877,0.0769,2.1074,0.8257,0.7
300752,隆利科技,10.850,24.2,刚启动(拉升初期),7.46,59.33,-0.2517,0.07,2.2747,0.8066,1.0
600493,凤竹纺织,6.030,16.4,刚启动(拉升初期),8.39,59.32,-0.0559,0.1386,1.6351,0.837,0.0
688152,麒麟信安,31.760,32.4,形态接近(观察),18.42,59.3,-0.0491,0.2325,2.0383,0.7128,1.0
300077,国民技术,20.240,115.5,刚启动(拉升初期),8.17,59.3,-0.1068,0.2013,1.6713,0.8431,0.0
301106,骏成科技,20.960,30.0,形态接近(观察),11.65,59.29,-0.2146,0.3778,2.1013,0.7226,1.0
002392,北京利尔,7.540,87.3,刚启动(拉升初期),8.39,59.29,-0.0555,0.0799,1.8705,0.8199,0.4
300958,建工修复,12.490,11.4,刚启动(拉升初期),12.37,59.27,-0.0603,0.1347,1.6759,0.8497,0.0
000039,中集集团,9.340,215.0,刚启动(拉升初期),12.1,59.2,-0.1211,0.156,1.635,0.8325,0.0
300013,新宁物流,4.000,22.3,刚启动(拉升初期),7.95,59.2,-0.1547,0.1565,1.6483,0.8369,0.0
300852,四会富仕,44.840,69.5,刚启动(拉升初期),8.1,59.13,-0.1212,0.2048,1.7416,0.862,0.0
603353,和顺石油,29.900,51.0,刚启动(拉升初期),6.8,59.11,-0.3652,0.061,2.1857,0.8472,0.7
300693,盛弘股份,42.070,113.4,刚启动(拉升初期),11.86,59.06,-0.1726,0.243,1.6592,0.8296,0.0
605060,联德股份,41.550,99.3,刚启动(拉升初期),7.95,59.04,-0.154,0.1578,1.9351,0.8282,0.4
600228,返利科技,8.140,33.9,刚启动(拉升初期),21.42,59.03,0.3073,0.3892,1.7537,0.8493,0.0
600697,欧亚集团,10.820,16.8,刚启动(拉升初期),8.32,59.01,-0.0729,0.1254,1.7047,0.8536,0.0
002428,云南锗业,96.950,633.1,刚启动(拉升初期),13.28,59.0,0.1784,0.3592,1.9065,0.8018,0.4
688252,天德钰,19.670,80.5,刚启动(拉升初期),8.23,59.0,-0.0926,0.2027,1.7114,0.8489,0.0
002529,海源复材,7.010,18.2,刚启动(拉升初期),8.14,58.99,-0.1127,0.118,1.6907,0.849,0.0
300397,天和防务,11.240,45.9,刚启动(拉升初期),7.99,58.98,-0.1446,0.1354,2.0715,0.7992,0.7
603511,爱慕股份,12.570,50.5,刚启动(拉升初期),12.31,58.98,-0.0743,0.1074,1.6732,0.8439,0.0
300906,日月明,31.350,22.7,刚启动(拉升初期),15.64,58.96,0.0065,0.2484,1.8544,0.7918,0.4
002278,神开股份,8.040,28.8,刚启动(拉升初期),12.15,58.96,-0.1098,0.0608,1.9475,0.8392,0.4
002420,毅昌科技,5.750,23.2,刚启动(拉升初期),8.32,58.96,-0.0712,0.1103,1.7256,0.8606,0.0
688323,瑞华泰,26.500,53.1,形态接近(观察),8.18,58.95,-0.1044,0.1248,2.1339,0.8202,0.7
300263,隆华科技,10.360,101.1,刚启动(拉升初期),8.13,58.94,-0.1147,0.1871,1.6406,0.8251,0.0
002494,华斯股份,4.770,13.7,刚启动(拉升初期),7.99,58.93,-0.1454,0.1148,1.6373,0.8301,0.0
301123,奕东电子,74.820,123.5,刚启动(拉升初期),7.95,58.93,-0.1536,0.1899,1.9289,0.8206,0.4
300980,祥源新材,22.570,22.6,刚启动(拉升初期),7.9,58.92,-0.1647,0.123,1.9275,0.8258,0.4
002663,普邦股份,1.650,28.2,刚启动(拉升初期),7.91,58.92,-0.1633,0.0861,1.6834,0.8479,0.0
688711,宏微科技,25.320,54.9,刚启动(拉升初期),7.58,58.91,-0.2278,0.1458,1.9507,0.8314,0.4
002798,帝欧水华,5.610,29.0,刚启动(拉升初期),8.04,58.9,-0.1354,0.0913,1.7042,0.8537,0.0
001201,东瑞股份,11.710,23.6,刚启动(拉升初期),30.06,58.88,-0.0258,0.0503,1.8453,0.8042,0.4
688373,盟科药业,5.220,34.3,刚启动(拉升初期),40.28,58.87,0.0921,0.1373,1.7786,0.7735,0.4
002918,蒙娜丽莎,9.880,21.2,刚启动(拉升初期),7.57,58.84,-0.2304,0.0738,1.9398,0.8324,0.4
300220,金运激光,10.750,16.2,刚启动(拉升初期),7.88,58.81,-0.1681,0.1426,1.7414,0.8592,0.0
603633,徕木股份,6.340,27.1,刚启动(拉升初期),7.41,58.79,-0.2608,0.118,1.7304,0.8573,0.0
002716,湖南白银,11.170,259.4,刚启动(拉升初期),19.31,58.77,0.1874,0.4768,2.1454,0.7923,0.7
000524,岭南控股,9.870,66.1,刚启动(拉升初期),8.81,58.75,0.0501,0.1371,1.8865,0.8066,0.4
301326,捷邦科技,107.010,77.1,刚启动(拉升初期),14.5,58.74,-0.2437,0.2974,1.6391,0.8108,0.0
600073,光明肉业,5.250,49.2,刚启动(拉升初期),25.14,58.73,-0.0019,0.054,2.0995,0.7346,1.0
300371,汇中股份,10.320,14.4,刚启动(拉升初期),8.14,58.7,-0.112,0.1268,1.7139,0.8489,0.0
603536,惠发食品,9.420,22.7,刚启动(拉升初期),18.46,58.69,-0.0378,0.1322,1.7883,0.8728,0.0
002224,三 力 士,3.580,28.9,刚启动(拉升初期),12.4,58.65,-0.054,0.059,2.1568,0.7513,1.0
300720,海川智能,74.210,136.7,形态接近(观察),22.41,58.62,0.1338,0.3605,1.9547,0.8082,0.4
603096,新经典,14.980,23.1,刚启动(拉升初期),12.16,58.61,-0.1078,0.0942,1.7167,0.8505,0.0
688131,皓元医药,94.200,200.9,刚启动(拉升初期),23.44,58.61,0.2036,0.3404,1.9579,0.8104,0.4
601156,东航物流,19.060,180.0,刚启动(拉升初期),25.58,58.6,0.1269,0.0918,1.9163,0.8169,0.4
002429,兆驰股份,8.020,362.9,刚启动(拉升初期),7.31,58.59,-0.2789,0.0762,2.0204,0.8529,0.4
688686,奥普特,122.830,150.1,刚启动(拉升初期),8.13,58.57,-0.1146,0.1521,1.6546,0.8235,0.0
600071,凤凰光学,15.730,44.3,刚启动(拉升初期),8.18,58.57,-0.1031,0.0865,1.9147,0.8161,0.4
300545,联得装备,34.150,40.8,刚启动(拉升初期),8.66,58.53,0.0104,0.2928,2.3071,0.7785,1.0
603238,诺邦股份,12.190,21.6,刚启动(拉升初期),8.17,58.52,-0.107,0.0836,1.6552,0.8285,0.0
688393,安必平,19.510,18.3,刚启动(拉升初期),12.16,58.52,-0.1079,0.1591,1.8879,0.7994,0.4
301246,宏源药业,20.920,36.2,刚启动(拉升初期),6.96,58.51,-0.3389,0.0964,1.6466,0.8244,0.0
002932,*ST明德,15.240,23.8,刚启动(拉升初期),8.4,58.5,-0.0528,0.051,1.6667,0.835,0.0
600628,新世界,6.100,39.5,刚启动(拉升初期),12.43,58.46,-0.0467,0.0462,1.9557,0.8308,0.4
600196,复星医药,23.050,488.3,刚启动(拉升初期),42.6,58.45,0.0133,0.0356,2.2616,0.7836,1.0
603982,泉峰汽车,6.060,20.6,刚启动(拉升初期),8.09,58.45,-0.1241,0.1241,1.7256,0.8466,0.0
300939,秋田微,60.490,72.6,刚启动(拉升初期),8.1,58.42,-0.1223,0.3403,1.7794,0.8463,0.0
000029,深深房Ａ,22.810,203.4,刚启动(拉升初期),8.43,58.42,-0.045,0.2049,2.0652,0.8522,0.4
600791,京能置业,7.290,33.0,刚启动(拉升初期),5.74,58.37,-0.5137,0.1299,2.0015,0.7611,0.7
688426,康为世纪,21.280,23.9,刚启动(拉升初期),16.46,58.37,0.1111,0.3474,2.2789,0.7611,1.0
601869,长飞光纤,367.600,1493.7,刚启动(拉升初期),8.59,58.37,-0.0081,0.2194,1.7332,0.8391,0.0
300616,尚品宅配,10.520,16.3,刚启动(拉升初期),7.19,58.32,-0.3009,0.1076,1.9832,0.8308,0.4
688428,诺诚健华,28.470,77.7,启动前(蓄势中),58.32,43.42,0.2289,0.0485,1.9289,0.865,0.0
605258,协和电子,28.400,25.0,刚启动(拉升初期),7.61,58.3,-0.2238,0.1804,1.7336,0.8406,0.0
600667,太极实业,20.380,426.3,刚启动(拉升初期),32.12,58.3,0.6672,0.1964,1.9554,0.8133,0.4
002692,远程股份,4.220,30.3,刚启动(拉升初期),12.2,58.29,-0.0985,0.1138,1.656,0.8203,0.0
300841,康华生物,54.620,66.4,刚启动(拉升初期),29.59,58.26,0.1394,0.25,2.0942,0.7041,1.0
688196,卓越新能,34.670,44.1,刚启动(拉升初期),17.76,58.25,-0.1939,0.0826,2.2513,0.7706,1.0
301355,南王科技,9.960,13.9,刚启动(拉升初期),8.12,58.22,-0.1168,0.1089,1.7148,0.8387,0.0
600736,苏州高新,6.570,75.6,刚启动(拉升初期),8.4,58.2,-0.0539,0.0881,2.2261,0.8354,0.7
002722,物产金轮,12.830,28.5,刚启动(拉升初期),8.31,58.17,-0.0738,0.0648,1.9386,0.8161,0.4
600663,陆家嘴,9.400,369.8,刚启动(拉升初期),31.83,58.15,0.2924,0.3234,1.798,0.847,0.0
600114,东睦股份,29.630,182.6,刚启动(拉升初期),7.85,58.13,-0.1748,0.1508,1.7483,0.8438,0.0
300949,奥雅股份,22.120,11.0,刚启动(拉升初期),7.97,58.11,-0.1489,0.14,1.7475,0.844,0.0
002422,科伦药业,42.410,550.7,启动前(蓄势中),58.1,22.05,0.1745,-0.0593,2.2749,0.8793,0.4
603117,万林物流,3.770,22.6,刚启动(拉升初期),7.84,58.09,-0.1769,0.0959,1.7003,0.8317,0.0
603375,盛景微,37.870,24.2,刚启动(拉升初期),7.82,58.08,-0.1807,0.144,1.7733,0.8514,0.0
688312,燕麦科技,48.460,71.1,刚启动(拉升初期),6.64,58.08,-0.3901,0.1715,2.028,0.8341,0.4
688021,奥福科技,20.670,15.8,刚启动(拉升初期),7.89,58.05,-0.1673,0.1793,1.7438,0.838,0.0
002469,三维化学,6.720,42.3,刚启动(拉升初期),8.69,58.05,0.0168,0.2061,2.3091,0.7741,1.0
301181,标榜股份,22.750,26.7,刚启动(拉升初期),7.3,58.04,-0.2815,0.1245,1.9591,0.8142,0.4
001223,欧克科技,40.180,28.1,刚启动(拉升初期),8.74,58.04,0.0314,0.3052,1.7818,0.8403,0.0
600386,北巴传媒,3.350,27.0,刚启动(拉升初期),12.3,58.04,-0.0765,0.0833,1.7187,0.8379,0.0
301130,西点药业,33.600,19.8,刚启动(拉升初期),19.24,58.0,0.1671,0.4839,1.8136,0.8369,0.0
002479,富春环保,5.840,50.4,刚启动(拉升初期),20.69,57.99,0.0504,0.0896,2.0719,0.7787,0.7
300012,华测检测,15.230,218.1,刚启动(拉升初期),12.84,57.99,0.0569,0.1365,2.1952,0.7405,1.0
600108,亚盛集团,3.240,63.1,刚启动(拉升初期),8.42,57.98,-0.049,0.1074,2.0313,0.6884,1.0
002591,恒大高新,6.230,13.9,刚启动(拉升初期),7.65,57.97,-0.2146,0.1028,1.7777,0.8539,0.0
002836,新宏泽,9.840,22.7,刚启动(拉升初期),12.04,57.96,-0.1339,0.1484,1.7424,0.838,0.0
688138,清溢光电,33.820,106.5,刚启动(拉升初期),15.03,57.94,0.1171,0.1354,1.779,0.8507,0.0
300929,华骐环保,15.450,19.4,刚启动(拉升初期),44.33,57.94,0.2478,0.1334,2.4729,0.8322,1.0
688182,灿勤科技,27.450,109.8,形态接近(观察),7.79,57.92,-0.1877,0.1566,2.0128,0.8264,0.4
600267,海正药业,12.300,145.2,刚启动(拉升初期),46.33,57.91,0.2761,0.1029,2.1504,0.8017,0.7
688383,新益昌,122.200,124.2,刚启动(拉升初期),12.25,57.89,-0.089,0.2132,1.6892,0.813,0.0
002396,星网锐捷,31.900,241.6,刚启动(拉升初期),51.72,57.88,0.4692,0.1295,1.9952,0.8218,0.4
688046,药康生物,33.190,136.1,形态接近(观察),46.42,57.84,0.7841,0.2931,2.2491,0.742,1.0
002906,华阳集团,28.230,148.1,刚启动(拉升初期),8.12,57.83,-0.1184,0.2184,2.0116,0.8183,0.4
300234,开尔新材,9.540,32.8,刚启动(拉升初期),9.11,57.83,0.1306,0.2526,1.8584,0.8647,0.0
300583,赛托生物,12.680,23.6,刚启动(拉升初期),10.36,57.81,-0.0406,0.1059,1.8629,0.7782,0.4
301198,喜悦智行,12.540,20.3,刚启动(拉升初期),7.06,57.81,-0.3232,0.2275,1.7109,0.8169,0.0
000506,招金黄金,22.300,207.1,刚启动(拉升初期),28.11,57.8,0.5745,0.7746,1.981,0.7699,0.4
301077,星华新材,20.630,19.7,刚启动(拉升初期),14.47,57.79,-0.2501,0.1091,2.2521,0.7569,1.0
688612,威迈斯,33.470,85.9,刚启动(拉升初期),8.57,57.78,-0.011,0.1866,2.141,0.788,0.7
688319,欧林生物,28.050,113.7,刚启动(拉升初期),7.98,57.77,-0.1472,0.2082,1.9249,0.7888,0.4
688432,有研硅,43.210,540.3,启动前(蓄势中),57.77,42.95,1.4277,0.0858,2.1646,0.8701,0.4
301358,湖南裕能,67.000,512.1,刚启动(拉升初期),7.67,57.76,-0.2104,0.065,2.4033,0.8106,1.0
